Age,Pace,Shooting,Passing,Dribbling,Defending,Physical,Ability,Potential
24,90,78,69,68,60,89,2.6,4.0
31,64,71,83,70,60,75,2.6,2.4
21,92,67,68,81,58,87,2.7,2.7
29,84,77,63,71,74,77,3.6,3.9
28,84,71,72,75,79,85,3.7,3.7
19,74,66,75,82,73,77,4.3,3.8
24,61,67,73,72,59,77,3.8,2.0
32,81,88,70,81,54,87,2.7,3.2
23,65,73,85,77,80,78,3.4,3.9
23,81,61,80,74,59,79,3.2,2.5
20,82,75,72,70,57,78,3.1,3.2
30,63,88,77,87,66,87,3.1,3.8
24,88,87,65,84,63,78,3.8,3.9
32,90,75,76,77,80,80,4.5,4.1
27,64,80,68,68,72,88,3.6,3.2
20,87,76,80,71,75,75,3.7,2.5
28,65,86,76,84,80,76,3.6,2.4
30,64,72,68,91,75,82,3.5,3.7
32,79,67,68,87,61,79,3.4,2.4
32,87,82,62,92,53,82,3.7,3.0
19,87,73,85,80,59,84,4.5,2.9
18,83,74,84,74,79,86,4.0,4.1
18,86,70,63,71,50,77,4.2,2.0
29,72,86,60,67,59,85,3.2,2.6
34,79,79,63,71,52,90,3.3,4.4
32,79,82,70,80,49,76,2.8,2.8
28,83,87,69,91,56,79,3.7,4.3
33,90,73,78,81,77,90,4.4,4.4
19,78,74,71,77,80,88,2.5,4.4
30,86,58,83,70,79,82,3.3,4.6
21,77,71,78,70,65,87,3.4,2.1
18,72,67,65,73,63,89,2.6,3.5
36,76,84,70,82,54,82,2.8,2.4
28,87,84,62,80,47,78,3.8,2.5
22,69,71,70,87,77,80,3.4,4.6
31,86,70,76,73,55,74,2.7,4.9
20,61,65,74,72,46,81,2.7,2.8
34,80,70,78,91,49,81,4.1,3.2
34,66,74,85,72,47,79,4.0,4.2
21,88,84,61,67,59,79,3.9,4.2
19,71,87,63,80,68,83,3.6,2.8
26,78,59,80,83,76,81,3.1,2.5
23,70,58,74,77,64,75,3.1,2.8
22,86,83,80,83,70,74,3.9,4.5
34,65,76,71,74,78,76,3.9,4.4
20,75,66,71,90,49,83,3.7,2.1
33,65,65,85,74,55,79,3.2,3.3
31,68,75,71,70,62,78,4.5,4.3
25,84,59,72,86,62,86,4.0,2.5
25,87,83,80,89,51,85,4.5,2.3
36,90,59,79,87,47,83,4.6,4.7
25,92,71,83,76,59,81,3.2,2.1
25,74,61,67,76,45,82,3.2,3.9
33,75,72,72,68,72,78,3.0,4.5
33,80,72,83,91,60,88,3.6,4.9
31,68,66,83,87,77,74,2.8,4.1
18,65,74,63,83,80,77,2.6,3.4
29,64,72,62,75,53,82,2.8,4.4
23,69,61,71,89,55,80,3.7,2.7
30,78,61,67,71,64,87,3.8,2.4
28,92,83,71,76,73,83,3.5,2.7
29,91,87,75,68,47,89,2.5,2.6
28,68,82,61,86,71,79,2.8,3.9
36,90,77,73,80,73,87,3.5,3.3
34,80,69,78,71,47,75,3.5,3.8
35,68,83,83,77,78,86,4.5,4.2
23,80,71,73,78,45,79,2.7,4.6
25,76,64,70,86,49,83,3.6,4.6
21,64,74,74,70,65,80,4.4,3.3
31,71,62,74,91,52,75,2.6,2.2
32,65,79,64,88,60,82,4.5,3.1
35,88,87,64,81,56,85,2.9,3.2
30,89,88,67,90,69,82,3.9,4.3
20,88,83,78,86,53,74,3.5,4.8
35,73,78,61,70,79,81,3.8,3.4
23,83,73,71,82,54,86,3.3,3.8
19,80,84,72,86,70,88,4.2,2.5
18,63,80,65,68,61,83,4.0,3.4
20,68,87,65,69,79,76,3.1,3.4
25,75,80,83,81,76,76,4.3,4.5
22,61,59,60,90,77,85,3.6,4.9
21,91,85,81,84,60,89,3.4,3.6
33,77,69,74,91,78,85,4.1,3.0
30,68,76,80,71,74,88,3.9,3.0
25,87,68,62,73,50,88,4.4,2.9
27,74,71,69,74,51,77,4.6,3.7
30,88,85,82,82,58,85,4.0,4.3
23,78,80,81,87,47,86,3.5,2.5
26,83,62,81,79,66,88,2.6,3.3
21,77,69,73,80,78,79,4.5,3.3
24,75,61,83,74,60,78,4.6,2.5
21,90,81,80,79,51,78,4.4,3.7
18,81,67,79,73,50,86,3.8,4.7
18,90,69,65,70,75,78,4.0,4.1
21,77,82,61,78,63,90,2.9,4.7
20,87,86,71,82,73,75,4.2,4.3
21,88,79,67,75,78,84,4.6,4.3
18,88,72,81,67,46,88,4.3,4.6
32,91,77,61,74,62,78,2.6,4.2
35,64,66,72,73,45,89,4.5,3.1
25,72,60,73,85,76,86,4.0,4.8
34,90,80,74,82,56,81,2.9,4.5
31,72,74,60,78,62,87,4.0,4.0
24,63,78,82,78,50,78,3.7,3.1
31,81,65,72,79,74,89,3.2,2.0
24,64,75,84,89,71,83,4.5,2.4
28,87,76,61,69,61,87,4.3,2.5
36,65,73,62,81,45,77,4.1,3.6
31,71,72,79,90,70,82,2.8,4.5
26,69,78,71,81,47,76,3.4,4.2
36,70,71,63,70,68,74,3.3,2.0
23,77,73,66,69,53,85,2.6,3.3
22,80,80,62,75,58,85,4.3,3.6
33,86,73,85,88,72,77,3.4,4.2
18,71,65,79,67,71,79,2.5,4.6
22,88,68,65,92,58,87,2.8,2.9
24,62,84,67,69,76,89,4.4,3.6
31,84,78,63,74,55,89,3.9,3.8
23,67,74,69,91,77,82,2.8,4.0
22,74,85,64,86,64,76,3.2,4.6
36,88,70,81,90,62,80,2.8,4.0
35,66,69,68,73,78,75,2.8,2.1
29,78,72,71,77,46,74,4.0,2.4
26,84,78,64,89,63,77,2.8,2.3
26,67,60,64,87,72,81,3.5,2.4
33,75,71,67,88,61,81,3.0,2.5
25,79,87,72,72,51,75,3.5,2.7
20,83,60,74,86,51,82,4.1,2.8
35,85,75,79,74,74,87,3.9,4.3
27,73,71,71,68,59,86,3.6,2.4
19,91,87,63,90,61,76,3.2,4.4
19,71,75,60,73,50,88,2.6,4.3
36,74,74,62,88,75,85,2.7,3.0
18,86,73,85,89,78,87,3.9,4.3
22,78,80,71,72,55,86,2.8,4.8
36,67,72,82,85,59,75,3.2,3.6
26,63,72,68,92,79,80,4.1,3.3
31,73,81,75,81,57,84,3.1,3.5
23,63,60,75,75,71,77,3.7,4.2
20,72,74,61,73,77,85,2.6,2.2
21,76,84,72,91,67,83,4.4,2.2
25,66,63,70,85,66,84,3.9,2.4
19,91,77,75,75,79,74,3.1,2.7
35,64,87,72,69,50,74,2.7,2.5
35,68,83,65,91,45,77,4.4,4.6
35,92,69,62,79,73,85,2.5,4.0
34,67,88,60,89,74,85,2.6,4.0
26,84,80,78,77,52,85,3.9,3.8
35,75,64,85,91,65,77,3.2,4.4
30,67,88,74,81,71,81,4.5,3.7
18,77,84,85,76,62,81,2.6,2.2
30,92,67,72,72,64,83,3.3,3.4
33,82,67,68,90,62,74,3.9,3.0
19,69,68,81,70,55,78,2.6,4.3
22,76,73,83,92,68,81,4.4,4.8
35,66,62,60,82,71,76,3.8,2.8
26,79,59,80,92,70,90,3.3,3.1
36,87,60,69,81,57,89,4.3,4.9
24,63,65,75,74,54,88,4.0,4.6
21,74,58,63,72,64,89,2.6,4.4
32,79,87,62,69,77,78,3.0,4.1
32,73,59,74,88,68,90,3.9,4.2
28,91,66,68,78,50,77,2.6,4.2
22,77,83,69,92,71,85,3.7,4.1
21,68,83,63,90,46,83,4.1,4.9
30,75,81,69,87,61,88,3.8,3.2
34,69,80,67,92,53,82,3.2,3.1
35,75,88,68,81,71,84,3.7,2.1
27,91,63,74,87,47,86,2.5,4.0
34,64,70,77,78,73,84,2.9,3.4
21,72,88,66,74,47,83,4.2,2.7
26,74,73,79,83,55,86,3.7,2.7
33,90,76,62,77,48,84,3.3,3.5
35,72,84,63,85,70,88,3.3,2.6
26,85,79,73,82,78,84,2.8,3.4
36,77,87,84,92,51,75,3.0,3.0
29,78,85,76,84,45,78,3.2,2.2
23,63,81,83,77,65,78,4.2,4.5
26,73,66,65,72,70,79,3.2,4.3
23,75,84,67,72,68,74,2.8,2.8
18,87,87,82,81,77,78,2.5,2.7
28,65,82,67,90,65,83,2.8,2.3
29,68,68,74,71,51,76,3.2,2.7
31,74,65,76,86,79,83,4.5,2.3
33,71,70,70,86,64,78,3.7,4.9
30,85,88,69,69,69,83,3.2,2.7
35,72,80,78,69,65,87,2.7,4.0
28,77,67,81,75,78,74,2.7,3.2
35,74,82,80,91,63,81,4.5,4.0
25,80,82,70,79,70,75,3.4,4.6
23,90,63,72,81,76,79,4.0,3.2
24,83,84,67,83,46,84,3.2,4.6
22,75,79,77,86,45,88,2.5,3.7
18,78,82,64,90,57,87,2.7,3.9
26,63,62,75,73,68,77,3.6,4.7
25,65,69,75,81,79,80,3.7,2.8
34,77,63,69,82,55,88,2.6,3.7
34,73,77,81,79,47,79,2.8,2.8
25,69,73,65,87,67,74,3.4,3.3
32,70,76,72,75,73,74,3.4,3.2
28,83,72,69,80,68,75,2.9,2.8
26,88,81,64,81,58,75,3.4,3.4
31,64,59,60,69,57,86,4.2,2.3
25,72,63,65,74,78,77,4.5,2.1
18,68,66,75,85,79,86,3.7,4.3
21,80,70,75,80,53,89,3.6,2.1
29,87,83,61,73,70,79,3.6,2.6
20,68,66,71,70,67,86,3.9,2.4
30,91,65,80,79,61,74,3.8,3.7
34,69,84,79,67,70,85,4.0,4.6
26,87,79,64,86,48,76,3.8,2.7
32,62,76,75,91,52,90,4.5,3.4
23,90,61,61,83,60,88,2.9,3.0
28,85,76,60,81,62,82,2.6,4.2
28,80,75,76,91,59,77,2.9,3.8
28,73,79,71,73,45,90,3.7,2.7
18,76,77,74,70,48,84,4.1,3.2
33,66,87,61,88,80,82,4.0,3.1
24,92,69,80,92,61,90,2.9,3.6
29,71,77,62,88,71,90,3.4,2.7
36,75,85,82,92,50,90,3.3,4.1
23,83,84,82,87,52,83,3.4,2.0
30,87,75,78,82,48,74,3.9,3.6
18,70,65,75,75,72,84,2.6,2.8
33,82,88,67,82,79,87,4.1,4.2
28,76,85,61,86,46,78,2.8,4.6
31,77,68,85,86,56,80,2.8,2.5
33,72,85,60,72,46,79,3.0,2.2
34,73,80,62,88,74,89,3.2,4.3
35,75,60,67,83,71,85,4.4,4.6
23,83,60,66,87,67,90,3.0,2.6
20,86,63,80,79,75,87,3.7,3.1
27,68,87,83,67,46,76,3.7,2.8
26,89,58,68,73,64,84,3.0,4.6
36,79,60,79,72,74,81,2.7,4.8
33,69,62,67,73,64,85,3.7,2.8
27,91,84,68,78,73,81,3.8,2.2
25,79,82,75,81,50,88,4.3,4.0
25,69,82,82,91,62,89,4.1,3.3
28,76,58,67,68,69,81,3.6,3.9
30,78,84,78,68,73,87,2.9,3.7
35,82,87,85,73,64,84,4.3,4.2
21,81,62,66,86,64,75,3.6,3.7
28,92,83,78,86,80,89,3.8,3.2
21,65,61,67,74,69,77,3.6,3.5
22,71,68,62,75,69,89,2.6,3.1
33,71,59,70,71,56,83,2.6,3.0
30,77,62,78,83,68,81,3.3,2.1
36,65,67,81,92,60,88,3.1,4.3
22,90,76,69,67,56,83,4.1,2.6
34,83,86,64,85,51,90,3.1,2.5
20,74,68,65,78,53,75,3.8,3.4
23,76,70,60,70,76,80,3.5,4.6
26,69,83,62,71,45,74,3.2,3.9
33,78,86,72,90,45,88,3.1,3.1
31,91,77,64,91,70,89,3.7,3.6
27,73,86,76,67,65,75,3.9,3.3
27,76,67,79,89,55,88,2.6,3.7
26,63,63,71,91,62,85,4.5,3.7
22,81,68,61,72,64,75,2.8,3.8
32,64,74,80,73,47,90,3.1,4.3
36,72,68,73,87,69,76,4.3,3.8
33,65,69,68,69,65,90,3.4,2.7
36,66,84,61,91,72,89,4.1,2.7
28,71,60,75,89,60,78,3.5,3.4
27,66,85,67,71,61,76,4.5,4.2
21,81,77,79,70,47,87,4.5,4.1
36,77,59,65,83,74,77,2.8,3.8
20,67,78,67,81,66,83,3.9,4.9
20,62,69,83,91,51,88,4.2,3.1
36,84,60,66,70,50,75,3.2,2.8
22,62,88,78,71,70,84,3.8,4.2
32,78,59,72,87,66,76,3.0,2.6
28,78,88,78,91,53,80,3.1,4.1
23,65,68,73,90,49,78,3.9,4.2
23,78,64,67,80,52,78,2.9,2.3
28,68,59,79,68,74,83,2.8,4.2
32,63,76,82,69,78,76,3.6,4.1
28,83,79,79,88,70,89,3.8,4.1
18,65,81,60,71,66,88,2.9,3.9
28,80,64,81,70,77,80,2.5,4.7
20,66,87,81,90,72,77,4.3,4.3
34,75,71,81,84,80,85,3.6,4.6
32,68,79,79,73,71,88,4.5,4.1
26,64,76,60,92,58,86,3.0,4.6
31,67,82,84,67,66,74,4.4,4.8
20,77,71,63,81,56,82,3.5,4.8
34,75,69,80,69,77,83,4.2,3.5
32,76,58,71,67,67,89,3.1,3.3
19,84,69,61,81,80,89,4.1,2.9
23,91,73,75,76,72,76,2.9,3.4
19,75,62,78,77,54,87,4.0,3.0
34,64,83,66,86,63,76,3.6,2.7
27,63,59,81,68,64,74,3.2,3.8
23,66,88,85,78,47,78,3.0,4.4
34,91,64,84,76,73,76,3.0,3.0
18,75,68,68,86,64,85,3.8,2.6
29,66,78,63,91,54,83,4.6,3.2
22,81,62,82,68,50,83,3.8,3.8
33,73,70,69,71,47,80,3.4,3.4
19,62,68,67,75,58,89,3.6,2.7
23,89,72,69,73,45,89,4.3,4.0
23,89,80,80,80,49,87,2.8,2.6
35,79,85,81,69,54,76,3.4,4.7
21,71,60,65,82,74,86,2.8,4.3
32,69,63,82,88,73,83,4.3,4.5
22,61,71,74,83,59,89,3.0,4.0
25,75,65,78,77,46,75,4.2,3.1
34,84,62,81,88,56,75,3.3,2.8
25,90,79,81,85,46,84,2.7,2.7
26,78,71,67,73,59,82,4.5,4.9
33,61,73,61,89,76,89,2.7,4.1
32,92,63,78,71,72,81,3.2,2.8
36,68,88,75,79,69,81,2.7,2.8
21,63,60,81,91,77,78,4.2,3.7
27,62,78,73,69,68,79,2.5,3.5
22,62,74,74,72,64,87,2.6,2.4
33,74,67,70,80,74,81,3.9,3.0
31,74,83,70,91,78,87,3.0,2.7
31,63,80,61,90,57,83,3.3,2.2
29,74,69,75,77,66,88,3.4,2.5
35,77,88,83,79,66,74,3.0,4.2
22,91,61,74,83,50,85,4.5,2.1
26,78,77,80,68,67,79,3.3,3.7
26,69,70,67,81,66,80,3.2,2.7
18,79,78,62,77,62,77,2.8,4.2
35,78,62,62,90,53,81,2.8,3.9
33,61,83,66,84,73,89,3.1,2.7
35,73,82,78,75,73,85,3.0,4.5
19,69,81,69,86,57,74,3.6,2.0
35,71,64,79,89,63,76,4.1,4.8
32,80,71,79,79,61,77,4.6,3.7
26,79,64,76,87,54,86,4.2,4.5
20,62,68,75,83,52,77,4.6,4.0
23,71,85,71,83,74,84,4.6,2.0
18,84,65,75,87,75,90,3.2,4.8
30,70,70,60,67,61,89,2.6,4.8
25,66,58,83,83,71,75,4.0,2.3
35,62,75,79,89,77,80,2.7,2.9
35,85,69,81,78,66,88,3.1,2.2
33,66,66,67,71,54,86,4.2,2.8
36,81,66,66,75,58,89,3.3,2.4
27,62,75,60,89,46,81,3.0,3.1
30,62,65,79,70,52,88,3.1,4.8
23,61,88,68,71,55,74,3.4,4.8
28,90,86,75,71,61,90,3.9,3.4
19,83,72,64,91,62,90,3.5,3.5
35,79,59,69,77,70,87,3.5,4.9
29,64,80,64,86,77,79,3.1,2.7
30,64,70,65,80,63,90,3.2,4.3
19,74,74,72,83,66,86,3.4,2.6
18,70,71,79,83,68,82,3.4,2.2
24,79,67,67,74,54,74,3.2,3.3
33,73,67,70,85,45,84,3.9,2.3
24,67,78,80,74,50,79,3.4,4.2
30,69,70,76,75,60,74,3.6,2.6
30,75,72,74,80,57,86,4.1,3.4
27,66,75,67,80,73,74,4.5,3.6
29,82,71,70,85,49,86,4.1,3.9
30,65,80,75,71,60,88,3.0,2.4
35,65,61,78,81,50,86,2.8,2.4
22,90,61,83,70,65,90,3.7,2.6
34,78,85,85,90,53,84,4.3,3.4
32,88,79,67,84,56,79,3.5,2.4
21,80,75,71,81,78,89,3.9,2.6
26,68,80,69,89,55,86,4.2,3.4
27,84,77,60,83,48,83,3.8,4.5
29,85,62,78,85,54,80,3.3,4.2
30,81,64,68,71,48,84,3.4,3.9
23,88,85,80,75,52,85,3.7,3.0
35,74,60,77,72,51,79,3.7,4.0
23,67,85,65,85,66,74,2.6,4.4
26,73,66,69,85,48,80,4.5,2.7
34,85,60,66,76,53,75,4.4,4.3
23,75,82,77,89,73,85,4.4,4.1
33,76,60,80,89,58,88,4.6,3.7
26,68,61,84,70,76,85,3.2,2.5
32,71,88,73,88,74,81,3.0,4.3
25,86,85,77,79,62,77,2.5,2.1
19,65,65,60,71,63,83,4.4,2.6
32,79,81,84,90,62,75,4.5,2.8
26,92,86,80,86,49,86,2.7,2.4
21,71,75,68,82,56,83,2.5,4.5
36,67,79,72,84,65,76,4.1,3.5
30,65,85,72,86,49,81,3.3,3.9
21,67,67,60,81,79,85,3.2,4.2
19,73,58,62,71,51,87,3.3,4.4
30,68,66,62,81,73,74,3.2,2.4
30,68,63,83,83,78,84,3.4,3.8
34,88,63,78,67,53,75,3.6,2.3
30,84,67,71,86,57,77,3.8,2.9
21,81,76,62,69,76,84,3.0,3.5
22,80,87,65,77,48,77,3.9,3.2
23,86,76,67,78,62,90,3.0,2.7
20,80,72,69,67,62,82,2.9,4.4
36,72,59,76,73,56,86,3.9,4.0
22,92,59,63,83,54,86,2.6,3.2
32,83,71,74,87,77,86,3.7,4.0
24,61,74,65,82,62,87,4.5,4.1
33,65,68,68,89,69,76,3.8,2.6
33,70,86,83,89,80,77,2.7,4.2
26,91,74,61,76,62,83,4.3,3.6
24,91,82,76,91,66,76,3.8,4.0
25,63,70,80,70,55,76,4.2,3.4
23,83,64,77,89,52,86,2.9,3.6
29,87,77,85,75,45,76,4.0,3.7
18,65,68,80,68,52,89,3.9,2.2
27,76,75,66,72,66,79,3.1,2.7
35,70,76,60,89,59,81,3.7,3.5
33,68,66,68,90,70,74,4.2,3.3
28,79,63,77,76,71,90,3.3,3.9
28,78,82,66,73,58,79,3.7,3.7
33,77,77,65,91,60,75,3.3,2.3
32,61,77,69,80,58,84,4.5,3.3
25,65,61,74,85,78,86,3.5,2.5
22,73,68,73,79,69,81,3.4,4.7
20,76,78,70,71,48,83,4.2,2.6
31,69,58,72,77,66,88,3.5,2.9
20,90,70,65,83,76,90,3.7,2.1
28,79,77,76,87,59,82,3.5,4.3
31,78,62,85,73,80,82,2.6,3.7
21,62,87,73,81,53,80,4.2,3.1
30,83,59,73,77,59,86,3.8,3.2
32,79,87,67,70,52,76,2.6,2.5
28,91,58,73,76,72,74,4.2,2.8
33,76,67,63,73,50,78,4.2,3.1
31,76,85,67,71,58,90,4.6,4.2
33,74,84,66,80,66,78,3.0,3.1
30,63,72,82,74,51,86,4.6,2.8
36,72,79,76,82,60,80,2.7,2.9
25,62,63,72,87,69,78,3.3,2.9
34,86,85,70,81,76,82,3.2,4.5
20,84,74,72,81,46,82,3.1,2.4
32,85,83,71,67,66,75,2.9,3.2
34,66,85,73,81,50,86,3.5,4.0
25,79,68,78,68,63,89,2.9,4.6
24,87,81,67,75,56,86,3.9,2.0
25,74,70,73,84,64,80,3.4,2.1
24,78,78,77,79,45,79,2.5,4.2
20,82,58,79,68,78,88,3.8,2.7
34,65,87,70,82,49,75,2.9,4.4
35,87,59,60,83,70,90,3.3,4.0
25,89,70,76,77,75,74,2.5,3.0
20,68,73,71,86,73,88,3.8,2.9
25,61,68,62,80,58,74,3.1,2.1
33,63,68,80,90,71,88,3.7,2.4
23,78,86,72,78,77,78,4.0,3.7
23,75,83,81,78,54,74,3.9,3.0
27,87,83,60,91,61,80,2.9,4.7
24,71,85,67,69,74,85,3.1,4.6
32,66,60,78,90,76,85,3.7,3.2
23,80,64,63,87,62,87,3.0,3.2
36,88,75,60,85,51,85,3.2,4.3
20,81,79,77,75,70,74,2.8,4.1
18,86,81,77,76,64,78,3.3,3.7
33,71,86,63,67,70,87,2.7,4.6
33,92,67,81,72,76,85,2.6,4.0
24,67,64,71,74,68,81,2.9,3.2
18,69,70,64,87,48,75,4.4,2.2
27,75,69,85,70,48,75,3.6,3.9
32,71,71,85,86,73,83,4.6,2.4
26,73,82,77,70,49,90,3.6,2.0
34,85,59,67,83,54,89,3.1,3.3
29,81,87,74,83,71,83,2.9,4.2
34,64,64,75,87,73,84,3.8,3.6
23,86,61,70,86,48,75,2.8,2.2
22,77,86,84,79,58,78,4.1,2.3
26,83,58,68,86,79,75,3.1,3.2
28,71,74,67,71,58,81,2.8,3.0
34,91,73,74,91,51,76,4.3,2.8
23,78,85,68,92,63,89,3.2,3.1
22,88,81,77,69,56,90,3.7,3.2
28,69,62,64,83,71,81,4.3,3.8
18,67,70,77,75,60,88,4.3,2.5
34,70,66,84,76,79,81,2.5,3.5
36,76,79,67,91,54,74,2.9,3.6
28,63,79,73,90,79,76,4.4,3.9
32,77,70,74,92,69,76,3.5,3.4
36,61,80,63,73,47,88,3.6,2.9
23,68,75,66,73,75,81,2.6,3.2
30,90,68,79,70,52,90,4.0,4.0
35,90,87,73,90,55,81,4.3,2.4
34,79,72,65,86,50,76,2.7,3.7
20,65,60,84,74,79,77,4.3,4.5
24,82,69,60,82,79,88,3.4,3.6
35,73,82,65,84,80,82,3.1,3.9
22,67,61,81,87,48,81,4.3,2.3
26,72,77,67,72,76,86,3.1,4.8
36,67,63,66,84,51,77,4.4,3.7
34,76,82,83,81,45,75,4.3,3.7
34,83,64,61,91,53,74,3.6,4.5
31,92,80,78,86,48,77,3.1,4.5
28,66,72,82,74,60,90,4.1,2.6
25,73,81,71,86,77,90,4.2,2.9
35,76,77,74,83,60,75,3.6,4.7
31,80,68,72,85,79,88,3.4,2.8
19,68,84,83,67,56,81,3.9,4.8
35,74,70,77,68,58,86,3.6,3.5
35,72,65,83,71,60,86,4.3,4.1
24,90,68,60,69,79,75,4.5,4.6
33,64,85,63,76,69,80,3.0,3.2
34,90,66,73,74,62,74,3.5,2.7
35,62,61,76,73,73,86,3.5,3.9
34,80,65,71,90,78,84,4.5,3.1
25,80,58,74,81,47,87,3.3,3.3
34,76,68,63,76,55,82,3.6,4.2
36,68,66,83,80,71,86,3.5,4.2
34,92,71,70,90,50,90,3.4,3.8
24,74,72,74,82,61,85,4.3,2.0
32,69,62,62,85,52,78,4.5,4.7
35,66,84,80,76,48,75,3.3,4.5
34,75,75,64,79,47,80,3.8,3.8
29,64,85,79,92,63,89,3.5,3.6
35,66,66,71,69,52,80,4.5,2.2
24,89,71,84,81,79,83,3.7,3.3
31,81,81,63,72,77,82,3.8,2.2
18,72,75,83,69,73,85,3.9,4.7
29,72,66,63,72,76,81,3.1,2.4
19,65,70,82,90,70,78,3.7,4.6
29,68,83,77,76,69,89,2.9,3.2
32,62,64,83,84,80,80,3.8,4.4
36,80,82,61,67,48,79,2.8,4.4
32,87,69,79,92,77,74,2.8,4.8
19,87,80,80,67,58,86,3.1,2.6
21,88,88,73,82,51,85,3.9,4.7
29,89,58,72,75,46,78,2.8,2.9
30,79,59,74,70,72,84,3.5,3.1
25,77,71,80,67,75,89,2.8,4.1
19,83,83,67,89,53,90,2.5,2.2
30,64,66,67,74,71,76,4.4,3.3
28,87,59,73,72,75,85,4.4,2.5
19,67,73,82,75,47,86,4.1,4.2
18,67,73,71,74,65,77,3.6,2.0
33,70,67,83,72,73,76,4.2,4.9
28,66,73,83,76,47,82,4.5,2.9
25,86,85,67,92,67,83,3.2,3.2
20,68,87,75,69,62,86,3.7,3.0
18,81,77,74,82,46,89,2.5,3.9
34,77,72,70,68,71,89,3.0,3.3
19,72,60,72,72,66,76,3.4,4.3
29,87,59,71,76,74,83,3.8,3.2
21,79,61,71,90,75,88,3.9,3.4
28,62,58,60,72,48,81,3.0,4.4
28,66,67,72,92,65,80,4.2,4.5
21,65,64,69,71,72,87,4.0,2.7
25,87,68,77,92,45,77,3.8,4.2
35,80,85,75,82,76,78,3.4,3.8
32,86,67,73,81,80,82,3.4,4.0
22,73,61,76,80,56,75,3.2,3.4
23,86,74,85,78,76,75,3.7,3.2
36,90,79,81,86,69,84,4.5,3.7
21,92,74,84,74,48,79,3.4,3.5
26,64,84,74,84,46,79,4.1,4.5
25,85,65,82,85,77,78,4.1,2.1
22,66,85,73,77,60,74,2.7,3.6
23,76,60,81,81,73,89,3.4,3.9
29,77,81,83,80,76,90,3.5,4.2
34,82,75,65,82,59,74,3.6,3.1
26,86,58,78,75,50,90,4.5,3.9
36,88,85,79,76,57,75,2.9,2.0
29,69,60,66,81,77,87,4.1,3.6
18,61,66,76,90,47,79,3.2,2.1
23,68,70,72,75,71,87,3.8,3.0
22,88,86,80,81,55,84,2.6,2.2
19,91,76,70,69,63,76,2.5,2.9
33,83,62,70,84,59,87,2.9,4.0
22,84,80,67,77,53,83,3.8,4.8
28,63,67,63,85,67,82,3.6,2.8
28,80,61,77,81,60,89,2.7,4.3
29,86,63,75,79,69,76,4.4,2.8
21,92,58,82,87,72,85,3.1,3.2
29,63,66,63,92,50,80,3.0,3.1
26,81,65,84,86,52,77,4.5,3.1
21,83,69,81,80,52,90,3.6,3.1
35,68,64,73,89,70,82,4.3,2.6
21,74,67,76,67,77,75,2.8,2.7
34,84,79,72,71,50,77,4.5,3.3
22,91,76,62,74,56,90,3.1,4.9
29,75,65,63,72,55,75,2.5,4.7
19,77,73,60,82,79,76,4.5,4.4
25,65,67,84,76,70,90,3.6,4.7
32,81,83,77,79,55,77,4.2,3.5
34,78,66,66,89,46,86,2.7,2.4
25,92,85,61,89,73,86,4.1,3.5
20,77,84,70,74,78,82,3.5,3.6
20,71,59,72,90,50,77,4.4,4.7
31,88,79,67,67,50,81,3.4,3.2
22,81,79,71,75,71,84,2.9,2.2
34,69,66,64,78,72,74,4.5,2.3
30,90,78,76,71,73,77,4.0,2.1
23,80,63,78,81,72,81,3.4,3.6
18,74,77,79,75,74,81,3.2,4.7
18,89,59,65,73,64,85,3.4,3.5
31,70,85,60,79,79,89,3.7,4.4
29,81,67,69,90,47,83,4.2,4.0
33,74,64,71,77,57,79,3.3,2.0
34,84,63,84,84,64,77,4.2,3.0
20,71,61,81,80,70,88,4.2,3.0
21,71,62,82,80,58,90,2.9,3.2
29,92,70,65,75,46,88,3.5,2.6
30,68,64,80,90,56,77,2.7,3.3
20,76,87,69,71,46,83,2.8,3.3
31,87,58,76,71,61,81,3.0,3.0
21,78,65,64,81,62,84,3.7,3.1
32,89,71,79,77,46,85,2.8,3.8
30,63,68,82,76,66,74,3.2,2.1
28,86,78,80,80,78,89,2.8,3.1
19,88,67,65,68,66,78,3.4,4.7
36,84,69,78,92,78,82,3.8,2.7
20,75,67,80,73,74,81,4.6,4.2
19,82,83,60,81,57,74,3.6,3.9
22,80,86,71,72,51,84,3.1,2.2
28,74,88,61,92,72,75,4.0,4.6
20,73,71,65,86,72,74,4.5,4.3
27,85,84,83,70,79,80,3.1,2.8
30,73,66,78,84,49,78,3.3,4.2
29,67,81,83,67,69,84,3.1,3.6
22,81,77,62,71,55,84,3.9,2.2
31,72,70,79,75,67,80,4.5,4.4
33,89,68,82,87,75,79,3.2,3.2
35,66,59,80,85,64,76,3.9,4.9
24,85,64,65,74,56,84,4.1,4.0
33,92,59,78,87,66,89,3.3,4.8
20,78,74,83,78,64,79,4.0,3.8
30,78,79,83,90,47,81,3.9,3.3
20,75,67,66,70,53,81,2.7,3.5
29,62,74,62,75,61,76,3.4,3.5
19,70,71,75,82,77,77,4.4,2.8
36,88,80,61,75,64,74,2.9,3.1
19,81,83,78,80,65,78,3.7,3.3
28,91,83,83,76,61,88,2.9,4.3
23,64,88,70,89,50,89,3.8,3.8
23,92,72,66,70,62,87,3.7,4.4
21,66,78,70,70,79,80,3.0,3.5
